CodProj;IdcSituacaoProjeto;;NomAgente;SigAgente;NumCPFCNPJ;DscChamPEDEstrategico;DscTituloProjeto;QtdMesesDuracaoPrevista;SigSegmentoSetorEletrico;SigTemaProjeto;SigFasInovacaoProjeto;SigTipoProdutoProjeto;VlrCustoTotalPrevisto;AnoCadastroPropostaProjeto;DatConclusaoProjeto;VlrCustoTotalAuditado
PD-06491-0293;CANCELADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;014/2012;Expansão da Usina de Biogás Geo Elétrica - Tamboara: Biorreatores de alta eficiência, substituição de diesel por biometano e agregação de valor ao composto orgânico;36;G;FA;PA;ME;49073614;2013;;
PD-06491-0379;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;SISTEMA DE MONITORAMENTO ÓPTICO DE MULTIPARÂMETROS PARA TRANSFORMADORES DE POTÊNCIA;36;T;SC;DE;SM;3010627,04;2016;20/09/2021;
PD-06491-0369;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE CRITÉRIOS PARA DIMENSIONAMENTO DE BACIAS DE DISSIPAÇÃO DE ENERGIA COM USO DE FLARING PIERS UTILIZANDO MODELO HIDRÁULICO REDUZIDO;46;G;GB;PA;CM;3985512,24;2016;17/06/2021;3936580,85
PD-06491-0351;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;TECNOLOGIAS ALTERNATIVAS PARA MELHORIA DE DESEMPENHO DE ISOLADORES DE LINHAS DE TRANSMISSÃO E DISTRIBUIÇÃO (CLASSE 69 KV OU SUPERIOR);48;T;PL;PA;CM;3733172;2016;15/09/2021;
PD-06491-0295;CANCELADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;014/2012;Arranjo técnico, jurídico, administrativo, comercial para geração de energia elétrica a partir de biogás gerado da  fração orgânica dos resíduos sólidos municipais em Nova Esperança, PR .;36;G;FA;PA;CM;21322260;2012;;
PD-06491-0285;CANCELADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;014/2012;Estudo de viabilidade técnica e econômica do aproveitamento energético do biogás produzido a partir da..digestão anaeróbia de efluentes domésticos no Estado do Paraná;36;G;FA;PA;CM;8591288,92;2012;;
PD-06491-0291;CANCELADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;014/2012;Desenvolvimento de um sistema de integrado econômico e socioambiental de geração de energia elétrica..através do biogás proveniente do processamento de Resíduos Sólidos Urbanos (RSU);36;G;FA;PA;ME;47246138;2012;;
PD-06491-0283;CANCELADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;014/2012;ARRANJO TÉCNICO-COMERCIAL DE INSERÇÃO DA GERAÇÃO DE ENERGIA ELÉTRICA COM BIOGÁS DA VINHAÇA DO PARANÁ NA MATRIZ ENERGÉTICA BRASILEIRA;36;G;FA;PA;CM;9441615,12;2013;;
PD-06491-0287;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;014/2012;ARRANJO TECNICO E COMERCIAL DE GERACAO DISTRIBUIDA DE ENERGIA ELETRICA A PARTIR DO BIOGAS DE BIOMASSA RESIDUAL DA SUINOCULTURA EM PROPRIEDADES RURAIS NO MUNICIPIO DE ENTRE RIOS DO OESTE DO PARANA;60;G;FA;PA;CM;16061310;2013;28/12/2021;
PD-06491-0353;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE UM MÉTODO AUTOMÁTICO PARA ESTIMATIVA OTIMIZADA DA DIRETRIZ DO TRAÇADO DE LINHAS DE TRANSMISSÃO DE ENERGIA USANDO UM MODELO INVERSO DE PROGRAMAÇÃO DINÂMICA E VARIÁVEIS METEOROLÓGICAS;42;T;PL;PA;SM;3619675,2;2017;;
PD-06491-0389;CARREGADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;METODOLOGIA PARA APROVEITAMENTO DE POTENCIAIS REMANESCENTES EM HIDRELÉTRICAS POR MEIO DA UTILIZAÇÃO DE GRUPOS DE BAIXO CUSTO BFT/MIG (BOMBA FUNCIONANDO COMO TURBINA/MOTOR DE INDUÇÃO COMO GERADOR);36;G;EE;DE;CM;4940663,32;2019;;
PD-06491-0219;CANCELADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;Sistema Inteligente Híbrido de Análise em Tempo Real de Perturbações no Sistema Elétrico;30;T;OP;PA;SM;2035472;2011;;
PD-06491-0231;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;Desenvolvimento de método para medição da impedância de aterramento de torres em linhas de transmissão de 69 a 500 kV em operação, empregando a corrente de fuga de 60 Hz;24;T;SC;PA;CM;1118639;2013;29/06/2018;
PD-06491-0455;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;SISTEMA PARA DETERMINAÇÃO AUTOMÁTICA DO ESTADO E TEMPERATURA DE CHAVES SECCIONADORAS EM SES;42;T;SC;PA;SM;5364322;2018;;
PD-06491-0503;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;PREVISÃO HIDROCLIMÁTICA COM ABRANGÊNCIA NO SISTEMA INTERLIGADO NACIONAL DE ENERGIA ELÉTRICA;42;G;EE;PA;CM;9071431,42;2019;;
PD-06491-0265;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;PRODUÇÃO DE KIT DE IMUNODIAGNÓSTICO PARA IDENTIFICAR METAIS TÓXICOS E POLUENTES DESREGULADORES ESTROGÊNICOS EM RESERVATÓRIOS E MANANCIAIS;60;G;MA;DE;MS;2811452,22;2016;;
PD-06491-0365;EM ATRASO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE METODOLOGIA, INDICADORES OPERACIONAIS E PRÁTICAS AMBIENTAIS PARA APLICAÇÃO DE ÓLEOS BIOLUBRIFICANTES EM EQUIPAMENTOS DE PEQUENO PORTE DE USINAS DE GERAÇÃO DE ENERGIA ELÉTRICA;48;G;MA;PB;CM;3535888,96;2016;;
PD-06491-0311;EM ATRASO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE METODOLOGIA DE PROJETO DE TORRES DE TRANSMISSÃO BASEADA EM OTIMIZAÇÃO;36;T;QC;PA;CM;1199246,28;2017;;
PD-06491-0565;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;PROCESS MINING COM DYNAMIC FLOWSHOP SCHEDULING OPTIMIZATION SOB INCERTEZAS PARA GESTÃO DE OBRAS;54;T;PL;PA;CM;7219731,2;2020;;
PD-06491-0403;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;CABEÇA DE SÉRIE DE EQUIPAMENTO PARA ANÁLISE E DIAGNÓSTICO DE BANCOS DE CAPACITORES DE ALTA TENSÃO - MEDCAP;58;T;SE;CS;ME;6628059,71;2021;;
PD-06491-0307;EM ATRASO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;PROJETO LYNX - OTIMIZAÇÃO EM LARGA ESCALA APLICADA AO DESPACHO HIDROTÉRMICO BRASILEIRO: MODELOS HIERÁRQUICOS DE OPERAÇÃO E PLANEJAMENTO EM MÉDIO E CURTO PRAZOS COM INTEGRAÇÃO DE ENERGIA E POTÊNCIA;60;C;OP;PA;CM;14888419,52;2016;;
PD-06491-0279;EM ATRASO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;Aperfeiçoamento do processo de contratação da expansão do parque gerador;35;G;PL;PA;CM;1254216,88;2014;;
PD-06491-0337;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE METODOLOGIA DE REVISÃO TARIFÁRIA PARA USINAS GERADORAS SOB O REGIME DE COTAS - ASPECTOS DE REGULAÇÃO E ENGENHARIA;30;G;PL;PA;CM;3215934,84;2014;20/03/2018;
PD-06491-0339;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE METODOLOGIA DE REVISÃO TARIFÁRIA PARA USINAS GERADORAS SOB O REGIME DE COTAS - ASPECTOS DE REGULAÇÃO ECONÔMICA;30;G;PL;PA;CM;3787553,98;2014;02/02/2018;
PD-06491-0263;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;MONITORAMENTO TÉRMICO DE LINHAS DE TRANSMISSÃO EM TEMPO REAL;42;T;SC;PA;CM;3768505;2014;28/09/2018;
PD-06491-0243;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;AUMENTO DA CAPACIDADE DE TRANSMISSÃO DE LINHAS AÉREAS: NOVAS TÉCNICAS DE PROJETO COM TRAÇÕES ELEVADAS;42;T;OP;PA;CM;4362520,88;2014;15/06/2018;4412261,55
PD-06491-0233;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;PESQUISA E DESENVOLVIMENTO DE EQUIPAMENTO PARA ANÁLISE E DIAGNÓSTICO DE BANCOS DE CAPACITORES DE AT (MEDICAP);27;T;QC;DE;ME;860874,72;2013;21/09/2018;
PD-06491-0563;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;INTELIGÊNCIA ARTIFICIAL BASEADA EM AUTOMAÇÃO COGNITIVA E SIMILARITY MATCHING APLICADA EM ESTUDOS ELÉTRICOS DE TRANSMISSÃO E GERAÇÃO PARA EFICIÊNCIA DA GESTÃO DE OBRAS;48;T;OP;DE;SW;5311493,6;2021;;
PD-06491-0553;CARREGADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;LIVE-LEARNING: CABEÇA DE SÉRIE - AMBIENTE VIRTUAL DE TREINAMENTO DE MANUTENÇÃO DE SISTEMAS DE TRANSMISSÃO DE ENERGIA EM LINHA VIVA USANDO GAMIFICATION E MODELOS DE APRENDIZAGEM;48;T;SE;CS;SM;7446733,91;2021;;
PD-06491-0481;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE COMPÓSITOS POLIMÉRICOS PARA CONSTRUÇÃO DE TORRES USADAS EM LINHAS DE TRANSMISSÃO;42;T;PL;PA;MS;4777876;2020;;
PD-06491-0531;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;PLATAFORMA DE WIDE AREA CONTROL COM DATA ANALYTICS E MACHINE LEARNING PARA ANÁLISE DISTRIBUÍDA DE CONTROLE;30;T;OP;PA;SM;2309472,11;2020;;
PD-06491-0335;CONCLUÍDO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;SELEÇÃO INTELIGENTE DE PORTFÓLIOS DE PROJETOS EÓLICOS E DE PEQUENAS CENTRAIS HIDRELÉTRICAS;30;G;FA;PA;CM;1327276,72;2014;01/06/2018;1135159,97
PD-06491-0405;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;METODOLOGIA DE ANÁLISE DENDROECOLÓGICA APLICADA NA DETERMINAÇÃO DO NÍVEL DE INFLUÊNCIA QUE RESERVATÓRIOS ARTIFICIAIS EXERCEM SOBRE O CLIMA LOCAL;42;G;MA;PA;CM;1592578,89;2019;;
PD-06491-0523;CARREGADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;SISTEMA FOTÔNICO PARA MONITORAÇÃO DE COMUTADORES DE DERIVAÇÕES EM CARGA;48;T;SC;PA;SM;5864403,42;2020;;
PD-06491-0417;CARREGADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;DESENVOLVIMENTO DE METODOLOGIA PARA A DETERMINAÇÃO DE MERCÚRIO EM EMISSÕES ATMOSFÉRICAS E RESÍDUOS SÓLIDOS ORIUNDOS DA COMBUSTÃO DE CARVÃO MINERAL NACIONAL EM LEITO FLUIDIZADO DE USINAS TERMELÉTRICAS;54;G;MA;PA;CM;6787285,21;2020;;
PD-06491-0509;CARREGADO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;SISTEMA DE ACOMPANHAMENTO DA DETERIORAÇÃO DE PARA-RAIOS;42;T;SC;PA;SM;3502200,72;2020;;
PD-06491-0363;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;CABEÇA DE SÉRIE DAS LIGAS EXPERIMENTAIS FEMNCRSINIB RESISTENTES À CAVITAÇÃO PARA DEPOSIÇÃO DE REVESTIMENTOS POR ASPERSÃO TÉRMICA;54;G;EE;CS;CM;9953050,3;2020;;
PD-06491-0373;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;SENSOR DE BAIXA CORRENTE PARA BUCHAS DE TRANSFORMADORES EM SUBESTAÇÕES DE TRANSMISSÃO,  ETAPA CABEÇA DE SÉRIE E LOTE PIONEIRO;60;T;SC;CS;ME;10767252,62;2018;;
PD-06491-0445;EM EXECUÇÃO;;COPEL GERAÇÃO E TRANSMISSÃO S.A.;COPEL-GT;4,37E+12;;CRITÉRIO EMPÍRICO E METODOLOGIA COMPUTACIONAL PARA A ESTIMATIVA DE ESFORÇOS NA VIGA INFERIOR DE COMPORTAS SEGMENTO SUJEITAS A ONDAS DE RESSALTO HIDRÁULICO;42;G;SE;PA;CM;8933438,28;2020;;
PD-06492-0119;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Desenvolvimento de um sistema integrado de tratamento de resíduos sólidos urbanos (RSU) voltado a geração de energia e promoção da economia local;21;G;FA;PA;SM;2034348,25;2019;15/12/2021;2043806,6
PD-06492-0121;EM EXECUÇÃO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Protótipo de um sistema de tratamento de resíduos perigosos, classes I e II, oriundos da operação de usinas termelétricas, voltado ao aproveitamento energético e redução de impacto ambiental.;18;G;MA;PA;SM;1518408,49;2021;;
PD-06492-0113;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Desenvolvimento de sistema híbrido solar-vapor de água para pré-aquecimento de motores e combustível de usinas termelétricas;52;G;GT;DE;SM;4315866,93;2013;15/06/2018;67530143,89
PD-06492-0116;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Desenvolvimento de metodologia de identificação de compostos associados a defeitos ou falhas do tipo pirólise em materiais celulósicos empregados em transformadores;27;G;SC;PA;CM;1560604,2;2016;03/07/2018;1524888,48
PD-06492-0316;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Inversor Interleaved Trifásico com Duas Pernas em Paralelo;24;G;QC;DE;ME;1685843,2;2016;19/04/2018;1639639,2
PD-06492-0216;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Desenvolvimento de protótipo de dispositivo capaz de aumentar a segurança e melhorar o desempenho da logística no transporte rodoviário de combustível para UTEs.;18;G;GT;PA;CD;952076,4;2016;04/10/2017;913372,55
PD-06492-0115;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Sistema Híbrido para Predição de Falhas no Sistema de Arrefecimento de Usina Termelétrica Baseado em Técnicas Avançadas de Processamento Estatístico de Sinais e Técnicas Inteligentes;24;G;SC;PA;SM;2985911,4;2015;26/01/2018;2931457,69
PD-06492-0118;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Cabeça de série do Inversor Interleaved Trifásico com Duas Pernas em Paralelo;40;G;QC;CS;ME;2287880,08;2018;30/11/2021;2469660,96
PD-06492-0215;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Técnica de análise e monitoramento da condição mecânica e termodinâmica de motores de combustão a pistão;31;G;GT;PB;CM;2025833,46;2015;27/04/2018;1767589,18
PD-06492-0117;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Sistema experimental não invasivo que monitora em tempo real a pressão de combustão, temperatura e pressão da água de arrefecimento em cabeçotes de cilindros de motores de combustão interna.;23;G;SC;DE;SM;2142016,03;2017;21/11/2019;2119109,79
PD-06492-0213;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Nova metodologia do Estudo de Acesso, Construção de uma Usina de Geração de Energia Fotovoltaica e desenvolvimento de modelos para estudos de qualidade de energia;32;G;FA;DE;SM;2893407,11;2013;08/11/2016;2737228,46
PD-06492-0218;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;Otimização da gestão e desenvolvimento de equipamento para tratamento integrado e de análises online/offline de efluentes gerados em uma usina termoelétrica alimentada com óleo combustível.;37;G;MA;DE;SM;2237015,04;2018;29/10/2021;2490792,48
PD-06492-0111;CONCLUÍDO;;GERA MARANHÃO - GERADORA DE ENERGIA DO MARANHÃO S.A;;9,11E+12;;DESENVOLVIMENTO DE METODOLOGIA PARA AVALIAÇÃO, CONTROLE E DETERMINAÇÃO DE CONDIÇÕES ÓTIMAS DE ARMAZENAGEM DE ÓLEOS COMBUSTÍVEIS PESADOS EM USINAS TERMELÉTRICAS;42;G;GT;PA;CM;866472;2011;10/08/2015;382595,24
PD-06509-0017;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;3052266,18;2018;;
PD-06509-0019;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;3052266,18;2018;;
PD-06509-0020;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;3052266,18;2018;;
PD-06509-0012;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949532,36;2018;;
PD-06509-0013;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949532,36;2018;;
PD-06509-0015;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;2474766,18;2018;;
PD-06509-0016;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;2474766,18;2018;;
PD-06509-0014;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;;;;;;;;2018;;
PD-06509-0005;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;2474766,18;2018;;
PD-06509-0006;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;2474766,18;2018;;
PD-06509-0010;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949502,36;2018;;
PD-06509-0011;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949532,36;2018;;
PD-06509-0001;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operagco Monitorada de Turbinas Hidraulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;2474766,18;2018;;
PD-06509-0004;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operagco Monitorada de Turbinas Hidraulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;2474766,18;2018;;
PD-06509-0009;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949502,36;2018;;
PD-06509-0007;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949502,36;2018;;
PD-06509-0008;EM ATRASO;;RETIRO BAIXO ENERGÉTICA S.A.;RBE;7,78E+12;;Operação Monitorada de Turbinas Hidráulicas tipo Kaplan, por meio de um algoritmo com interface inteligente em redes neurais, com vistas a ampliar a faixa operacional dos grupos Turbina-geradores;42;G;FA;PA;SM;4949502,36;2018;;
PD-06512-0120;EM EXECUÇÃO;;Estreito Energia S.A.;;7,09E+12;;Sistema de Suporte à Decisão em Ambiente de Incertezas para avaliação e definição de estratégias de comercialização de energia elétrica e gás natural para Agente Autoprodutor;24;G;PL;PA;CM;2634757;2020;;
PD-06512-0001;EM ATRASO;;Estreito Energia S.A.;;7,09E+12;;Resposta da Demanda Industrial e sua Influência na formação dos Preços no Mercado de Energia Elétrica de Curto Prazo;18;G;EE;PA;CM;1222196;2015;;
PD-06559-0001;CONCLUÍDO;;GERAÇÃO CIII S/A;;8,27E+12;;Estudo Sobre a Utilização do Efeito Ejetor de Descarregadores de Vazões Excedentes para Indução de Geração Adicional de Energia Através da Redução do Nível de Água no Canal de Fuga da Usina;24;G;EE;DE;CM;3466217,3;2017;10/07/2020;2565889,51
PD-06585-1011;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Desenvolvimento do dispositivo de lacre para compartimento do borne do medidor;16;D;MF;PA;CD;622284,99;2010;29/05/2015;668807,29
PD-06585-1406;EM ATRASO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Sistemática para Otimização da Manutenção de Ativos SOMA - Fase 2;60;D;OU;PA;CM;4529031,63;2014;;
PD-06585-1404;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Avaliação de Isoladores Poliméricos Sob Condições Climáticas Simuladas - Envelhecimento Acelerado/Hidrofobicidade;57;D;QC;PA;MS;995842;2014;07/06/2019;83611,89
PD-06585-1403;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Desenvolvimento de Lote Pioneiro do Dispositivo de Lacre para Compartimento de Bornes de Medidores;26;D;MF;LP;CD;572700;2014;26/03/2019;1194689,67
PD-06585-1207;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Desenvolvimento de aplicativo mobile para auto atendimento dos consumidores;17;D;OU;PA;SW;407060,28;2012;03/07/2014;130790,3
PD-06585-1802;EM EXECUÇÃO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Análise Estocástica de Perdas Técnicas em Sistemas de Energia;48;D;MF;PA;CM;2012750;2018;;
PD-06585-1202;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Metodologia para Padronização das Atividades Técnicas e Comerciais de uma Distribuidora de Energia Elétrica;20;D;PL;PA;CM;1195847;2012;04/07/2014;1276505,78
PD-06585-1204;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Dispositivo de lacre para compartimento do borne do medidor (Cabeça de série);18;D;MF;CS;CD;1182021,87;2012;22/01/2014;1022678,84
PD-06585-1106;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Desenvolvimento de software para simulação e análise dos distúrbios da qualidade da energia elétrica no contexto do PRODIST;38;D;QC;PA;SW;1809562;2011;11/01/2016;2095696,69
PD-06585-1203;CONCLUÍDO;;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S.A.;EMG;1,95E+13;;Software de otimização multiobjetivo e multicritério de campo elétrico e campo magnético em projetos de linha de transmissão;24;D;SC;PA;SW;1012440,4;2012;15/09/2014;1115293,06
