"id","titulo_projeto","motor","categorias"
"CNPQ-134092/2022-8","Preparação e caracterização de biocompósitos condutores obtidos a partir de nanofibra de celulose/compostos de carbono para aplicação em sensores","Preparacao e caracterizacao de biocompositos condutores obtidos a partir de nanofibra de celulose/compostos de carbono para aplicacao em sensores  Quimica Eletroquimica","6.2"
"CNPQ-134153/2022-7","Eletrodos Para Microbaterias Flexíveis Ambientalmente Amigáveis","Eletrodos Para Microbaterias Flexiveis Ambientalmente Amigaveis Fisica Superficies e Interfaces; Peliculas e Filamentos","6.3"
"CNPQ-134336/2022-4","Efeitos da cobertura plástica do vinhedo no microclima e na demanda de água de novas cultivares de uvas de mesa no Vale do São Francisco","Efeitos da cobertura plastica do vinhedo no microclima e na demanda de agua de novas cultivares de uvas de mesa no Vale do Sao Francisco Agronomia Agrometeorologia","7.1"
"CNPQ-134380/2020-7","Aplicação de aprendizado de máquina hibrido em escoamento bifásico gás-liquido em tubos","Aplicacao de aprendizado de maquina hibrido em escoamento bifasico gas-liquido em tubos Engenharia Mecanica Fenomenos de Transporte","2.1"
"CNPQ-134540/2020-4","Impacto das mudanças climáticas nas culturas de clima temperado para Minas Gerais","Impacto das mudancas climaticas nas culturas de clima temperado para Minas Gerais Agronomia Agrometeorologia","7.1"
"CNPQ-134605/2020-9","NANOCUBOS OCOS DA LIGA AG/AU REVESTIDO COM FILME ULTRAFINO DE TIO2 PARA APLICACAO EM FOTOCATALISE PLASMONICA","NANOCUBOS OCOS DA LIGA AG/AU REVESTIDO COM FILME ULTRAFINO DE TIO2 PARA APLICACAO EM FOTOCATALISE PLASMONICA Quimica Quimica Inorganica","1.3"
"CNPQ-134641/2020-5","Concepção e desenvolvimento de uma plataforma de teste para veículo autônomo em ambientes de trabalho","Concepcao e desenvolvimento de uma plataforma de teste para veiculo autonomo em ambientes de trabalho Ciencia da Computacao Processamento Grafico (Graphics)","1.3"
"CNPQ-134676/2022-0","ESTRATÉGIAS PARA O USO ADEQUADO DE NUTRIENTES EM VINHEDOS PARA RACIONALIZAR O USO DE FERTILIZANTES E PREVENIR RISCOS AMBIENTAIS","ESTRATEGIAS PARA O USO ADEQUADO DE NUTRIENTES EM VINHEDOS PARA RACIONALIZAR O USO DE FERTILIZANTES E PREVENIR RISCOS AMBIENTAIS Agronomia Fertilidade do Solo e Adubacao","1.3"
"CNPQ-134761/2021-9","Protensão em Vigas de Concreto e Vigas Mistas: Análise Numérica e Analítica","Protensao em Vigas de Concreto e Vigas Mistas: Analise Numerica e Analitica Engenharia Civil Construcao Civil","2.1"
"CNPQ-134875/2022-2","Uso de Bioestimulantes Na Promoção de Crescimento de Plantas e Indução de Resistência a Pragas","Uso de Bioestimulantes Na Promocao de Crescimento de Plantas e Inducao de Resistencia a Pragas Agronomia Entomologia Agricola","2.1"
"CNPQ-135014/2020-4","Novas ligas para implantes dentários","Novas ligas para implantes dentarios Engenharia de Materiais e Metalurgica Metalurgia Fisica","2.1"
"CNPQ-135029/2022-8","Confiabilidade em Dispositivos Semicondutores de Dimensões Nanométricas","Confiabilidade em Dispositivos Semicondutores de Dimensoes Nanometricas Engenharia Eletrica Materiais Eletricos","6.2"
"CNPQ-135046/2020-3","Síntese de Y203-ZrO2 estabilizada para aplicação como matrix inerte de combustível nuclear","Sintese de Y203-ZrO2 estabilizada para aplicacao como matrix inerte de combustivel nuclear Engenharia de Materiais e Metalurgica Materiais Nao-Metalicos","4.1"
"CNPQ-135269/2022-9","Propagação de Ondas Eletromagnéticas em Plasmas Supertérmicos","Propagacao de Ondas Eletromagneticas em Plasmas Supertermicos Fisica Fisica dos Fluidos, Fisica de Plasmas e Descargas Eletricas","2.1"
"CNPQ-135423/2021-0","Estudo do efeito da adição de óxido de grafeno na pasta e material precursor de baterias chumbo-ácido","Estudo do efeito da adicao de oxido de grafeno na pasta e material precursor de baterias chumbo-acido Quimica Quimica Analitica","6.3"
"CNPQ-135464/2020-0","Mapeamento das políticas de regulação de carbono voltadas para o setor de transporte com ênfase no papel dos veículos elétricos","Mapeamento das politicas de regulacao de carbono voltadas para o setor de transporte com enfase no papel dos veiculos eletricos Engenharia de Transportes Planejamento de Transportes","1.3"
"CNPQ-135521/2022-0","Projeto e Desenvolvimento de Luminárias LED com Capacidade de Comunicação por Luz Visível","Projeto e Desenvolvimento de Luminarias LED com Capacidade de Comunicacao por Luz Visivel Engenharia Eletrica Circuitos Eletricos, Magneticos e Eletronicos","1.2"
"CNPQ-135539/2021-8","""Utilização de Técnicas Fototérmicas e da Ressonância Magnética Eletrônica no Estudo de Materiais de Interesse Tecnológico: Sistemas Magnéticos e Vidros","""Utilizacao de Tecnicas Fototermicas e da Ressonancia Magnetica Eletronica no Estudo de Materiais de Interesse Tecnologico: Sistemas Magneticos e Vidros  Fisica Fisica da Materia Condensada","3.1"
"CNPQ-135539/2021-8","""Utilização de Técnicas Fototérmicas e da Ressonância Magnética Eletrônica no Estudo de Materiais de Interesse Tecnológico: Sistemas Magnéticos e Vidros","""Utilizacao de Tecnicas Fototermicas e da Ressonancia Magnetica Eletronica no Estudo de Materiais de Interesse Tecnologico: Sistemas Magneticos e Vidros Fisica Fisica da Materia Condensada","3.1"
"CNPQ-135553/2020-2","AVALIAÇÃO DA TOXICIDADE CRÔNICA E REPRODUTIVA (Segmento I) do óleo essencial de Olea europaea em Ratos Wistar","AVALIACAO DA TOXICIDADE CRONICA E REPRODUTIVA (Segmento I) do oleo essencial de Olea europaea em Ratos Wistar Divulgacao Cientifica Divulgacao Cientifica","2.1"
"CNPQ-135765/2021-8","FUNDAMENTOS TEORICOS E REVERBERACOES PRATICAS DAS POLITICAS DE DESCONCENTRACAO URBANO-INDUSTRIAL","FUNDAMENTOS TEORICOS E REVERBERACOES PRATICAS DAS POLITICAS DE DESCONCENTRACAO URBANO-INDUSTRIAL Divulgacao Cientifica Divulgacao Cientifica","1.3"
"CNPQ-135809/2021-5","ESTUDO COMPARATIVO SOBRE A EVOLUCAO CLINICA DA COVID-19 ENTRE CONSUMIDORES DE FITOCOMPLEXOS PARA FINS TERAPEUTICOS E RELIGIOSOS E","ESTUDO COMPARATIVO SOBRE A EVOLUCAO CLINICA DA COVID-19 ENTRE CONSUMIDORES DE FITOCOMPLEXOS PARA FINS TERAPEUTICOS E RELIGIOSOS E  Saude Coletiva Saude Publica","1.3"
"CNPQ-135809/2021-5","ESTUDO COMPARATIVO SOBRE A EVOLUCAO CLINICA DA COVID-19 ENTRE CONSUMIDORES DE FITOCOMPLEXOS PARA FINS TERAPEUTICOS E RELIGIOSOS E","ESTUDO COMPARATIVO SOBRE A EVOLUCAO CLINICA DA COVID-19 ENTRE CONSUMIDORES DE FITOCOMPLEXOS PARA FINS TERAPEUTICOS E RELIGIOSOS E Saude Coletiva Saude Publica","1.3"
"CNPQ-135991/2022-6","Resfriamento de correntes gasosas a partir de efeitos psicrométricos e ciclones","Resfriamento de correntes gasosas a partir de efeitos psicrometricos e ciclones Engenharia Mecanica Mecanica dos Fluidos","2.1"
"CNPQ-136026/2022-2","Instabilidade lateral com torção em vigas de aço de alta resistêcia","Instabilidade lateral com torcao em vigas de aco de alta resistecia Engenharia Civil Estruturas Metalicas","2.1"
"CNPQ-136153/2021-6","Plataforma robotizada reconfigurável e autopropelida para transporte de transformadores em espaços de difícil acesso","Plataforma robotizada reconfiguravel e autopropelida para transporte de transformadores em espacos de dificil acesso Engenharia Mecanica Projetos de Maquinas","6.2"
"CNPQ-136188/2021-4","Avaliação dos parâmetros químicos e físico-químicos do GLP proveniente de refinaria de petróleo e gás natural","Avaliacao dos parametros quimicos e fisico-quimicos do GLP proveniente de refinaria de petroleo e gas natural Quimica Quimica Analitica","2.1"
"CNPQ-136195/2022-9","Obtenção de celulose nanocristalina de polpa celulósica kraft de eucalipto por hidrólise ácida e aplicação em membrana polimérica","Obtencao de celulose nanocristalina de polpa celulosica kraft de eucalipto por hidrolise acida e aplicacao em membrana polimerica Recursos Florestais e Engenharia Florestal Tecnologia de Celulose e Papel","3.4"
"CNPQ-136263/2021-6","Meta-heurísticas Híbridas Aplicadas a Problemas de Otimização nas Áreas de Medicina, Transporte, Petróleo e Gás","Meta-heuristicas Hibridas Aplicadas a Problemas de Otimizacao nas Areas de Medicina, Transporte, Petroleo e Gas Ciencia da Computacao Arquitetura de Sistemas de Computacao","2.1"
"CNPQ-136376/2020-7","Sistemas de baixo custo para posicionamento e verificação de eficiência de painéis solares fotovoltaicos","Sistemas de baixo custo para posicionamento e verificacao de eficiencia de paineis solares fotovoltaicos Engenharia Mecanica Teoria dos Mecanismos","3.1"
"CNPQ-136757/2022-7","Dimensionamento e instalação de um sistema de microgeração de energia solar fotovoltaica","Dimensionamento e instalacao de um sistema de microgeracao de energia solar fotovoltaica Tecnologias para o Desenvolvimento Sustentavel Tecnologias para o Desenvolvimento Sustentavel","3.1"
"CNPQ-136769/2021-7","CARACTERIZACAO DAS PROPRIEDADES DE ARMAZENAGEM DE HIDROGENIO DA LIGA DE ALTA ENTROPIA TI18ZR20NB2FE20NI20CR20","CARACTERIZACAO DAS PROPRIEDADES DE ARMAZENAGEM DE HIDROGENIO DA LIGA DE ALTA ENTROPIA TI18ZR20NB2FE20NI20CR20 Engenharia de Materiais e Metalurgica Estrutura dos Metais e Ligas","2.1"
"CNPQ-136858/2022-8","Utilização de armadilha multiespécie para monitoramento remoto em tempo real de insetos-pragas das culturas do algodão e da soja","Utilizacao de armadilha multiespecie para monitoramento remoto em tempo real de insetos-pragas das culturas do algodao e da soja Agronomia Entomologia Agricola","2.1"
"CNPQ-136873/2020-0","Avaliar a remoção de matéria orgânica e nutrientes em eletrobiorreator de membrana no tratamento de águas residuárias","Avaliar a remocao de materia organica e nutrientes em eletrobiorreator de membrana no tratamento de aguas residuarias Engenharia Sanitaria Tratamento de Aguas de Abastecimento e Residuarias","3.4"
"CNPQ-136886/2021-3","CORRELAÇÃO ENTRE OS NÍVEIS DE CONHECIMENTO DE TRABALHADORES ACERCA DO CÂNCER DE PRÓSTATA E SINAIS PREDITIVOS DE SUA PREVENÇÃO","CORRELACAO ENTRE OS NIVEIS DE CONHECIMENTO DE TRABALHADORES ACERCA DO CANCER DE PROSTATA E SINAIS PREDITIVOS DE SUA PREVENCAO Tecnologias Medicas e da Saude Tecnologias Medicas e da Saude","1.3"
"CNPQ-136916/2021-0","Desenvolvimento de cultivares de sorgo granífero, forrageiro e bioenergia de alta  produtividade e qualidade, para os principais sistemas de produção do Brasil","Desenvolvimento de cultivares de sorgo granifero, forrageiro e bioenergia de alta  produtividade e qualidade, para os principais sistemas de producao do Brasil Agronomia Matologia","3.4"
"CNPQ-137064/2022-5","ESTUDO DAS CAUSAS DA QUEDA DOS SATÉLITES STARLINK EM FEVEREIRO DE 2022","ESTUDO DAS CAUSAS DA QUEDA DOS SATELITES STARLINK EM FEVEREIRO DE 2022 Astronomia Fisica Solar","1.3"
"CNPQ-137379/2022-6","Estudo sobre o uso do Biocarvão obtido a partir da casca da banana e do coco verde para a construção de filtros de água e materiais adsorventes de corantes.","Estudo sobre o uso do Biocarvao obtido a partir da casca da banana e do coco verde para a construcao de filtros de agua e materiais adsorventes de corantes. Quimica Quimica dos Produtos Naturais","2.2"
"CNPQ-137655/2021-5","Estudo da Viabilidade Econômica de Microalgas para Produção de Biodiesel","Estudo da Viabilidade Economica de Microalgas para Producao de Biodiesel Engenharia Mecanica Engenharia Termica","2.1"
"CNPQ-137689/2022-5","Síntese e caracterização de zeólitas hierárquicas e óxidos nanoestruturados para a valorização do glicerol.","Sintese e caracterizacao de zeolitas hierarquicas e oxidos nanoestruturados para a valorizacao do glicerol. Quimica Determinacao de Estrutura de Compostos Inorganicos","3.4"
"CNPQ-137756/2020-8","Viabilidade técnica e econômica de sistemas fotovoltaicos integrados em habitações","Viabilidade tecnica e economica de sistemas fotovoltaicos integrados em habitacoes Arquitetura e Urbanismo Tecnologia de Arquitetura e Urbanismo","3.1"
"CNPQ-137923/2022-8","Escolha consciente das placas fotovoltaicas levando-se em conta os aspectos  ambientais","Escolha consciente das placas fotovoltaicas levando-se em conta os aspectos  ambientais Meio Ambiente e Sustentabilidade Meio Ambiente e Sustentabilidade","3.1"
"CNPQ-137933/2021-5","EVOLUCAO GEOLOGICA DA BACIA DO PARANA E APLICACAO PRATICA DE MODELOS 3D NA PESQUISA EDUCACIONAL EM GEOCIENCIAS","EVOLUCAO GEOLOGICA DA BACIA DO PARANA E APLICACAO PRATICA DE MODELOS 3D NA PESQUISA EDUCACIONAL EM GEOCIENCIAS Geociencias Geologia","1.3"
"CNPQ-137994/2021-4","Estudo de estratégias de hibridização em veículos elétricos","Estudo de estrategias de hibridizacao em veiculos eletricos Engenharia de Transportes Veiculos e Equipamentos de Controle","1.3"
"CNPQ-137994/2021-4","Estudo de estratégias de hibridização em veículos elétricos","Estudo de estrategias de hibridizacao em veiculos eletricos  Engenharia de Transportes Veiculos e Equipamentos de Controle","1.3"
"CNPQ-138018/2022-7","Farmacoterapia de antivirais: determinação da estabilidade térmica e avaliação de compatibilidade fármaco-excipiente","Farmacoterapia de antivirais: determinacao da estabilidade termica e avaliacao de compatibilidade farmaco-excipiente  Quimica Cinetica Quimica e Catalise","3.1"
"CNPQ-138082/2020-0","Processamento de imagens: Métodos e análise para identificação de modos localizados de borda","Processamento de imagens: Metodos e analise para identificacao de modos localizados de borda Fisica Fisica dos Fluidos, Fisica de Plasmas e Descargas Eletricas","2.1"
"CNPQ-138265/2020-8","Triagem de extratos de microalgas eucarióticas com atividade contra Leishmania amazonensis e L. infantum","Triagem de extratos de microalgas eucarioticas com atividade contra Leishmania amazonensis e L. infantum Biologia Geral Biologia Geral","2.1"
"CNPQ-138270/2020-1","Caracterização Qualitativa e Quantitativa do óleo essencial da casca de diferentes variedades de Cacau","Caracterizacao Qualitativa e Quantitativa do oleo essencial da casca de diferentes variedades de Cacau Quimica Sintese Organica","2.1"
"CNPQ-138275/2021-1","EVOLUCAO DO CENARIO NACIONAL DA ENERGIA SOLAR FOTOVOLTAICA","EVOLUCAO DO CENARIO NACIONAL DA ENERGIA SOLAR FOTOVOLTAICA Engenharia Eletrica Geracao da Energia Eletrica","1.3"
"CNPQ-138286/2022-1","Bioherbicida fúngico produzido a partir de biomassa microalgal","Bioherbicida fungico produzido a partir de biomassa microalgal Agronomia Manejo e Tratos Culturais","3.4"
"CNPQ-138369/2020-8","Análise das consequências de eventos hidroclimácos extremos","Analise das consequencias de eventos hidroclimacos extremos Engenharia Sanitaria Recursos Hidricos","7.1"
"CNPQ-138384/2021-5","Síntese de zeólitos sem agentes orgânicos direcionadores de estrutura via transformação interzeolítica em condições hidrotérmicas","Sintese de zeolitos sem agentes organicos direcionadores de estrutura via transformacao interzeolitica em condicoes hidrotermicas Quimica Quimica Organica","3.1"
"CNPQ-138454/2020-5","Novas abordagens de espectrometria de massas de ultra-alta resolução na avaliação de petróleos e seus cortes de destilação","Novas abordagens de espectrometria de massas de ultra-alta resolucao na avaliacao de petroleos e seus cortes de destilacao Quimica Quimica Analitica","2.1"
"CNPQ-138507/2022-8","EQUIPAMENTO PARA LEVANTAMENTO DE CARGAS POR TRATORES DE ATÉ 55kW","EQUIPAMENTO PARA LEVANTAMENTO DE CARGAS POR TRATORES DE ATE 55kW Engenharia de Transportes Operacoes de Transportes","1.3"
"CNPQ-138560/2020-0","Sistemas de conversão de energia aplicados a geração distribuída e arranjos de acumuladores de energia elétrica","Sistemas de conversao de energia aplicados a geracao distribuida e arranjos de acumuladores de energia eletrica Engenharia Eletrica Eletronica Industrial, Sistemas e Controles Eletronicos","6.1"
"CNPQ-138646/2020-1","Estruturas de Ga2O3 obtidas por condensação por refluxo visando à aplicação em sensores de gás","Estruturas de Ga2O3 obtidas por condensacao por refluxo visando a aplicacao em sensores de gas Engenharia de Materiais e Metalurgica Materiais Nao-Metalicos","2.1"
"CNPQ-138742/2020-0","Estudo de ondas ULF na bainha magnética de Vênus","Estudo de ondas ULF na bainha magnetica de Venus Geociencias Geofisica","3.3"
"CNPQ-138779/2022-8","Desreplicação e atividade anti-inflamatória de extratos hidroetanólicos de espécies do gênero Aspidosperma","Desreplicacao e atividade anti-inflamatoria de extratos hidroetanolicos de especies do genero Aspidosperma Quimica Quimica dos Produtos Naturais","3.4"
"CNPQ-138824/2020-7","Produção e caracterização das fibras eletrofiadas a partir de soluções poliméricas de Polivinilpirrolidona  (PVP) e aloe vera.","Producao e caracterizacao das fibras eletrofiadas a partir de solucoes polimericas de Polivinilpirrolidona  (PVP) e aloe vera. Engenharia Eletrica Materiais e Componentes Semicondutores","6.2"
"CNPQ-138869/2022-7","Aclimatação diferencial à seca em folhas de espécies representativas do Cerrado","Aclimatacao diferencial a seca em folhas de especies representativas do Cerrado Agronomia Fisiologia de Plantas Cultivadas","7.1"
"CNPQ-139053/2022-0","Toxicidade e efeitos subletais do óleo essencial de Amyris balsamifera sobre Tetranychus urticae (Acari: Tetranychidae)","Toxicidade e efeitos subletais do oleo essencial de Amyris balsamifera sobre Tetranychus urticae (Acari: Tetranychidae) Tecnologias para o Desenvolvimento Sustentavel Tecnologias para o Desenvolvimento Sustentavel","2.1"
"CNPQ-139150/2020-0","Monitoramento do efeito do processo de salga e secagem na composição química do pirarucu (Arapaima gigas) via espectroscopia de RMN e técnicas","Monitoramento do efeito do processo de salga e secagem na composicao quimica do pirarucu (Arapaima gigas) via espectroscopia de RMN e tecnicas Quimica Quimica Organica","2.1"
"CNPQ-139233/2021-0","Diferenciação de fases biodiesel-glicerina e biodiesel-água de lavagem, utilizando sistema eletrônico com Arduino e protótipo de sensor de condutividade elétrica,","Diferenciacao de fases biodiesel-glicerina e biodiesel-agua de lavagem, utilizando sistema eletronico com Arduino e prototipo de sensor de condutividade eletrica,  Engenharia Eletrica Medidas Eletricas, Magneticas e Eletronicas; Instrumentacao","3.4"
"CNPQ-139233/2021-0","Diferenciação de fases biodiesel-glicerina e biodiesel-água de lavagem, utilizando sistema eletrônico com Arduino e protótipo de sensor de condutividade elétrica,","Diferenciacao de fases biodiesel-glicerina e biodiesel-agua de lavagem, utilizando sistema eletronico com Arduino e prototipo de sensor de condutividade eletrica, Engenharia Eletrica Medidas Eletricas, Magneticas e Eletronicas; Instrumentacao","3.4"
"CNPQ-139491/2021-0","Processamento de biomassas vegetais via pré-tratamentos físicos e hidrólise","Processamento de biomassas vegetais via pre-tratamentos fisicos e hidrolise Quimica Quimica Analitica","3.4"
"CNPQ-139540/2021-0","A redução do impacto ambiental proporcionado pelas usinas fotovoltaicas do IFAM a Manaus.","A reducao do impacto ambiental proporcionado pelas usinas fotovoltaicas do IFAM a Manaus.  Engenharia de Energia Energia Solar Fotovoltaica","3.1"
"CNPQ-139540/2021-0","A redução do impacto ambiental proporcionado pelas usinas fotovoltaicas do IFAM a Manaus.","A reducao do impacto ambiental proporcionado pelas usinas fotovoltaicas do IFAM a Manaus. Engenharia de Energia Energia Solar Fotovoltaica","3.1"
"CNPQ-139578/2021-8","ESTUDO DE PREVALÊNCIA DA SÍFILIS E OUTRAS INFECÇÕES SEXUALMENTE TRANSMISSÍVEIS ENTRE TRAVESTIS E MULHERES TRANSEXUAIS NO BRASIL:","ESTUDO DE PREVALENCIA DA SIFILIS E OUTRAS INFECCOES SEXUALMENTE TRANSMISSIVEIS ENTRE TRAVESTIS E MULHERES TRANSEXUAIS NO BRASIL:  Divulgacao Cientifica Divulgacao Cientifica","1.3"
"CNPQ-139578/2021-8","ESTUDO DE PREVALÊNCIA DA SÍFILIS E OUTRAS INFECÇÕES SEXUALMENTE TRANSMISSÍVEIS ENTRE TRAVESTIS E MULHERES TRANSEXUAIS NO BRASIL:","ESTUDO DE PREVALENCIA DA SIFILIS E OUTRAS INFECCOES SEXUALMENTE TRANSMISSIVEIS ENTRE TRAVESTIS E MULHERES TRANSEXUAIS NO BRASIL: Divulgacao Cientifica Divulgacao Cientifica","1.3"
"CNPQ-139693/2020-3","Propriedades ópticas, térmicas e hidrodinâmicas de fluidos complexos: Cristais Líquidos e Pontos Quânticos de Carbono","Propriedades opticas, termicas e hidrodinamicas de fluidos complexos: Cristais Liquidos e Pontos Quanticos de Carbono Fisica Prop. Oticas e Espectrosc. da Mat. Condens; Outras Inter. da Mat. com Rad. e Part.","3.1"
"CNPQ-139805/2020-6","Análise de vigas compósitas laminadas por meio do Método dos Elementos Finitos aplicado às teorias Camada Única Equivalente, Zigue-Zague e Layerwise","Analise de vigas compositas laminadas por meio do Metodo dos Elementos Finitos aplicado as teorias Camada Unica Equivalente, Zigue-Zague e Layerwise Engenharia Civil Mecanica das Estruturas","2.1"
"CNPQ-139971/2020-3","Biologia e Avaliação de Danos de Novas espécies de Percevejos Pragas do arroz no Brasil","Biologia e Avaliacao de Danos de Novas especies de Percevejos Pragas do arroz no Brasil Agronomia Entomologia Agricola","2.1"
"CNPQ-140231/2018-8","Estudo das propriedades fotoluminescentes dos compósitos de MgMoO4:SrMoO4 e ZnWO4:CaWO4 obtidos pelo método de spray pirólise ultrassônico","Estudo das propriedades fotoluminescentes dos compositos de MgMoO4:SrMoO4 e ZnWO4:CaWO4 obtidos pelo metodo de spray pirolise ultrassonico Engenharia de Materiais e Metalurgica Engenharia de Materiais e Metalurgica","3.4"
"CNPQ-140306/2018-8","Design de Emissores Eficientes e de Baixo Custo Baseados em Complexos de Cu(I) com Fluorescência Atrasada para Aplicação em OLEDs","Design de Emissores Eficientes e de Baixo Custo Baseados em Complexos de Cu(I) com Fluorescencia Atrasada para Aplicacao em OLEDs Quimica Quimica Inorganica","1.2"
"CNPQ-140377/2018-2","NEAR REAL-TIME ACTIVE FIRE DETECTION AND MONITORING: A MACHINE LEARNING ALGORITHM DEVELOPMENT FOR MATOPIBA REGION, BRAZIL","NEAR REAL-TIME ACTIVE FIRE DETECTION AND MONITORING: A MACHINE LEARNING ALGORITHM DEVELOPMENT FOR MATOPIBA REGION, BRAZIL Geociencias Geociencias","1.3"
"CNPQ-140832/2018-1","PERFILHAMENTO COMO ESTRATÉGIA ECOLÓGICA DE ESPÉCIES ARBÓREAS: REPRESENTATIVIDADE ECOLÓGICA, PADRÕES EVOLUTIVOS E IMPACTO NA","PERFILHAMENTO COMO ESTRATEGIA ECOLOGICA DE ESPECIES ARBOREAS: REPRESENTATIVIDADE ECOLOGICA, PADROES EVOLUTIVOS E IMPACTO NA Recursos Florestais e Engenharia Florestal Recursos Florestais e Engenharia Florestal","1.3"
"CNPQ-140834/2022-2","Processos Inovadores de conversão, conservação e desenvolvimento de sistemas energéticos sustentáveis envolvendo biomassa","Processos Inovadores de conversao, conservacao e desenvolvimento de sistemas energeticos sustentaveis envolvendo biomassa Engenharia Quimica Tecnologia Quimica","3.4"
"CNPQ-140835/2022-9","Processos Inovadores de conversão, conservação e desenvolvimento de sistemas energéticos sustentáveis envolvendo biomassa","Processos Inovadores de conversao, conservacao e desenvolvimento de sistemas energeticos sustentaveis envolvendo biomassa Engenharia Quimica Tecnologia Quimica","3.4"
"CNPQ-140836/2022-5","Processos Inovadores de conversão, conservação e desenvolvimento de sistemas energéticos sustentáveis envolvendo biomassa","Processos Inovadores de conversao, conservacao e desenvolvimento de sistemas energeticos sustentaveis envolvendo biomassa Engenharia Quimica Tecnologia Quimica","3.4"
"CNPQ-141042/2022-2","Diversidade microbiana e uso de microrganismos como plataforma biotecnológica aplicada à agropecuária, bioenergia, alimentos e ambiente","Diversidade microbiana e uso de microrganismos como plataforma biotecnologica aplicada a agropecuaria, bioenergia, alimentos e ambiente Agronomia Microbiologia Agricola","3.4"
"CNPQ-141105/2018-6","Investigação da Eletrodeposição de Ligas de Zn-Fe-Mo e Caracterização Química, Estrutural e Morfológica dos Filmes","Investigacao da Eletrodeposicao de Ligas de Zn-Fe-Mo e Caracterizacao Quimica, Estrutural e Morfologica dos Filmes Quimica Quimica","2.1"
"CNPQ-141189/2018-5",NA,"NA Engenharia Eletrica Materiais e Componentes Semicondutores","6.2"
"CNPQ-141189/2018-5",NA,"Engenharia Eletrica Materiais e Componentes Semicondutores","6.2"
"CNPQ-141252/2021-9","Pesquisas em redes de energia inteligentes (Smart Grids), sistemas de energia inteligentes (Smart Energy Systems), Internet da Energia (IoE  Internet of","Pesquisas em redes de energia inteligentes (Smart Grids), sistemas de energia inteligentes (Smart Energy Systems), Internet da Energia (IoE  Internet of Engenharia Eletrica Sistemas Eletricos de Potencia","6.2"
"CNPQ-141252/2021-9","Pesquisas em redes de energia inteligentes (Smart Grids), sistemas de energia inteligentes (Smart Energy Systems), Internet da Energia (IoE ? Internet of","Pesquisas em redes de energia inteligentes (Smart Grids), sistemas de energia inteligentes (Smart Energy Systems), Internet da Energia (IoE ? Internet of  Engenharia Eletrica Sistemas Eletricos de Potencia","6.2"
"CNPQ-141293/2020-9","""Adesão celular no desenvolvimento ovariano: o papel das proteínas Roughest, Kin of Irre e Hibris da família IRM de Drosophila melanogaster""","""Adesao celular no desenvolvimento ovariano: o papel das proteinas Roughest, Kin of Irre e Hibris da familia IRM de Drosophila melanogaster"" Biologia Geral Biologia Geral","2.1"
"CNPQ-141324/2017-1","""EVOLUÇÃO PALEOAMBIENTAL DE UMA SEÇÃO HOLOCENA DO SUL DA ILHA DE SANTA CATRINA, SUL DO BRASIL""","""EVOLUCAO PALEOAMBIENTAL DE UMA SECAO HOLOCENA DO SUL DA ILHA DE SANTA CATRINA, SUL DO BRASIL"" Geociencias Geologia","1.3"
"CNPQ-141408/2019-7","Resposta imune humoral contra Trypanosoma cruzi em pacientes com a doença de Chagas no estágio crônico","Resposta imune humoral contra Trypanosoma cruzi em pacientes com a doenca de Chagas no estagio cronico Bioquimica Bioquimica","2.1"
"CNPQ-141428/2022-8","Tendência temporal e distribuição espaço-temporal de clusters de alto risco nas duas primeiras ondas de COVID-19 no estado do Ceará","Tendencia temporal e distribuicao espaco-temporal de clusters de alto risco nas duas primeiras ondas de COVID-19 no estado do Ceara Saude Coletiva Epidemiologia","3.3"
"CNPQ-141433/2017-5",NA,"NA Biotecnologia Novas Drogas Terapeuticas","2.1"
"CNPQ-141488/2022-0","LEVANTAMENTO E ESTRUTURAÇÃO DE DADOS SOBRE O ENSINO DE ERGONOMIA NO BRASIL: UMA CONTRIBUIÇÃO PARA O LEVANTAMENTO COLABORATIVO DE","LEVANTAMENTO E ESTRUTURACAO DE DADOS SOBRE O ENSINO DE ERGONOMIA NO BRASIL: UMA CONTRIBUICAO PARA O LEVANTAMENTO COLABORATIVO DE  Engenharia de Producao Engenharia do Produto","1.3"
"CNPQ-141604/2019-0","Do campo ao descarte: projeto integrado para o desenvolvimento de ônibus urbano com eletrificação por biocombustível","Do campo ao descarte: projeto integrado para o desenvolvimento de onibus urbano com eletrificacao por biocombustivel Biotecnologia Biotecnologia Industrial","3.4"
"CNPQ-141717/2018-1","Apoio aos Programas Institucionais de Bolsas de PIBIC, Mestrado e Doutorado para Fortalecimento Científico do Instituto Evandro Chagas-IEC","Apoio aos Programas Institucionais de Bolsas de PIBIC, Mestrado e Doutorado para Fortalecimento Cientifico do Instituto Evandro Chagas-IEC Microbiologia Virologia","2.1"
"CNPQ-141755/2022-9","Caracterização da Lama proveniente do rompimento da barragem de Fundão (MG) e suas interações com sedimentos do Rio Doce","Caracterizacao da Lama proveniente do rompimento da barragem de Fundao (MG) e suas interacoes com sedimentos do Rio Doce Geociencias Geologia Ambiental","3.6"
"CNPQ-141969/2018-0","Investigação da Eletrodeposição de Ligas de Zn-Fe-Mo e Caracterização Química, Estrutural e Morfológica dos Filmes","Investigacao da Eletrodeposicao de Ligas de Zn-Fe-Mo e Caracterizacao Quimica, Estrutural e Morfologica dos Filmes Quimica Quimica","2.1"
